,detector_name,dataset_name,Average precision
388,kNN,yahoo,2.8987892678798524
389,kNN,yahoo,51.9700459373837
390,kNN,yahoo,0.7024383815007136
391,kNN,yahoo,0.42534355002007607
392,kNN,yahoo,100.0
393,kNN,yahoo,39.496680918536995
394,kNN,yahoo,0.7462686567164178
395,kNN,yahoo,46.912886816447646
396,kNN,yahoo,45.24033885398819
397,kNN,yahoo,0.45897366655210226
398,kNN,yahoo,100.0
399,kNN,yahoo,0.862456523326905
400,kNN,yahoo,0.40785173444271783
401,kNN,yahoo,0.7757514385016431
402,kNN,yahoo,1.0406382137426857
403,kNN,yahoo,0.7554296506137866
404,kNN,yahoo,34.99009900990099
405,kNN,yahoo,0.4370181239089445
406,kNN,yahoo,0.14727540500736377
407,kNN,yahoo,45.043353354568524
408,kNN,yahoo,86.25696360898975
409,kNN,yahoo,0.44527796159249244
410,kNN,yahoo,47.190852828798405
411,kNN,yahoo,0.24096385542168677
412,kNN,yahoo,0.3773569166241159
413,kNN,yahoo,67.36070901523917
414,kNN,yahoo,100.0
415,kNN,yahoo,0.584151268552666
416,kNN,yahoo,0.39461356119216073
417,kNN,yahoo,0.31943208818888413
418,kNN,yahoo,74.42988266822219
419,kNN,yahoo,36.896327993182354
420,kNN,yahoo,0.8735981148526066
421,kNN,yahoo,1.7890052995123034
422,kNN,yahoo,0.6330293019279505
423,kNN,yahoo,78.7037037037037
424,kNN,yahoo,0.769074328666607
425,kNN,yahoo,64.13048326694177
426,kNN,yahoo,42.34722043138114
427,kNN,yahoo,0.9179676284665277
428,kNN,yahoo,0.14427166925390936
429,kNN,yahoo,53.5
430,kNN,yahoo,0.2906172228529152
431,kNN,yahoo,1.096921064546964
432,kNN,yahoo,70.37037037037037
433,kNN,yahoo,1.178472238458616
434,kNN,yahoo,90.0
435,kNN,yahoo,2.4889534206304393
436,kNN,yahoo,0.4550625711035267
437,kNN,yahoo,0.24875621890547264
438,kNN,yahoo,0.3424552093217232
439,kNN,yahoo,0.11848341232227488
440,kNN,yahoo,2.3391812865497075
441,kNN,yahoo,3.543307086614173
442,kNN,yahoo,0.7692307692307693
443,kNN,yahoo,1.1306532663316584
444,kNN,yahoo,0.9365244536940687
445,kNN,yahoo,0.4132231404958678
446,kNN,yahoo,1.0273972602739725
447,kNN,yahoo,0.9793253536452665
448,kNN,yahoo,0.4
449,kNN,yahoo,0.13623978201634876
450,kNN,yahoo,0.13245033112582782
451,kNN,yahoo,0.5102040816326531
452,kNN,yahoo,0.4479283314669653
453,kNN,yahoo,0.10309278350515465
454,kNN,yahoo,0.36824864545976743
455,kNN,yahoo,0.10810810810810811
456,kNN,yahoo,0.8849557522123894
457,kNN,yahoo,0.3472222222222222
458,kNN,yahoo,0.6756756756756757
459,kNN,yahoo,0.14184397163120568
460,kNN,yahoo,0.9857612267250823
461,kNN,yahoo,0.9278350515463918
462,kNN,yahoo,0.4094165813715456
463,kNN,yahoo,0.1037344398340249
464,kNN,yahoo,0.45454545454545453
465,kNN,yahoo,0.5108556832694764
466,kNN,yahoo,1.5100671140939599
467,kNN,yahoo,0.13869625520110956
468,kNN,yahoo,0.2136752136752137
469,kNN,yahoo,0.26109660574412535
470,kNN,yahoo,1.2413793103448276
471,kNN,yahoo,3.4782608695652173
472,kNN,yahoo,0.11961722488038277
473,kNN,yahoo,4.591836734693878
474,kNN,yahoo,0.8830022075055187
475,kNN,yahoo,3.896103896103896
476,kNN,yahoo,0.48426150121065376
477,kNN,yahoo,0.43431053203040176
478,kNN,yahoo,1.4084507042253522
479,kNN,yahoo,0.5502541819317827
480,kNN,yahoo,0.583941605839416
481,kNN,yahoo,1.0362694300518136
482,kNN,yahoo,1.2032085561497325
483,kNN,yahoo,2.528974290762841
484,kNN,yahoo,0.794336173026802
485,kNN,yahoo,0.3597122302158274
486,kNN,yahoo,0.7575757575757576
487,kNN,yahoo,0.23255813953488372
488,kNN,yahoo,2.1634615384615383
489,kNN,yahoo,0.5291005291005291
490,kNN,yahoo,2.2153877959124033
491,kNN,yahoo,14.285714285714285
492,kNN,yahoo,0.9836065573770493
493,kNN,yahoo,1.495016611295681
494,kNN,yahoo,0.12224938875305623
495,kNN,yahoo,1.5957446808510638
496,kNN,yahoo,1.2448132780082988
497,kNN,yahoo,1.1029411764705883
498,kNN,yahoo,0.43336944745395445
499,kNN,yahoo,0.11389521640091116
500,kNN,yahoo,0.4895960832313341
501,kNN,yahoo,0.6163328197226503
502,kNN,yahoo,0.10869565217391304
503,kNN,yahoo,1.083032490974729
504,kNN,yahoo,0.1076426264800861
505,kNN,yahoo,0.12091898428053204
506,kNN,yahoo,0.6825938566552902
507,kNN,yahoo,3.3333333333333335
508,kNN,yahoo,2.0785219399538106
509,kNN,yahoo,0.6182380216383307
510,kNN,yahoo,7.086614173228346
511,kNN,yahoo,1.89873417721519
512,kNN,yahoo,0.16583747927031509
513,kNN,yahoo,0.16583747927031509
514,kNN,yahoo,1.574803149606299
515,kNN,yahoo,0.5494505494505495
516,kNN,yahoo,2.5069637883008355
517,kNN,yahoo,0.9771986970684038
518,kNN,yahoo,2.278481012658228
519,kNN,yahoo,0.11976047904191617
520,kNN,yahoo,1.4285714285714286
521,kNN,yahoo,6.027930633180557
522,kNN,yahoo,28.57142857142857
523,kNN,yahoo,0.12531328320802004
524,kNN,yahoo,6.976392251815981
525,kNN,yahoo,0.4968944099378882
526,kNN,yahoo,4.614093959731544
527,kNN,yahoo,1.1221945137157108
528,kNN,yahoo,0.43668122270742354
529,kNN,yahoo,1.3513513513513513
530,kNN,yahoo,0.9803921568627451
531,kNN,yahoo,0.11185682326621924
532,kNN,yahoo,1.0204081632653061
533,kNN,yahoo,0.11467889908256881
534,kNN,yahoo,0.5300353356890459
535,kNN,yahoo,100.0
536,kNN,yahoo,1.847450221497656
537,kNN,yahoo,0.41295983138494713
538,kNN,yahoo,0.7332529020616614
539,kNN,yahoo,1.3152534251617856
540,kNN,yahoo,1.7095085752301564
541,kNN,yahoo,0.08561643835616438
542,kNN,yahoo,100.0
543,kNN,yahoo,2.054932508092346
544,kNN,yahoo,0.4475919750527527
545,kNN,yahoo,0.9098762129022547
546,kNN,yahoo,0.09891196834817012
547,kNN,yahoo,3.699714307098235
548,kNN,yahoo,0.778642936596218
549,kNN,yahoo,0.211864406779661
550,kNN,yahoo,1.045019991909242
552,kNN,yahoo,1.6129032258064515
553,kNN,yahoo,0.3277091673549794
554,kNN,yahoo,22.87535425928138
555,kNN,yahoo,1.4187960046334043
556,kNN,yahoo,26.209465868791337
557,kNN,yahoo,9.011639818112972
558,kNN,yahoo,9.090909090909092
559,kNN,yahoo,13.934151127758298
560,kNN,yahoo,4.867003726146158
561,kNN,yahoo,0.7941609664665521
562,kNN,yahoo,0.8273064975944414
563,kNN,yahoo,0.36850955344914094
564,kNN,yahoo,6.952131637995512
565,kNN,yahoo,5.919562246406445
566,kNN,yahoo,0.8908192540818465
567,kNN,yahoo,11.047896896145692
568,kNN,yahoo,0.46511627906976744
569,kNN,yahoo,1.0752340831701233
570,kNN,yahoo,0.11248593925759282
571,kNN,yahoo,1.4807581481718641
572,kNN,yahoo,0.20087531102797332
573,kNN,yahoo,20.985816642809763
574,kNN,yahoo,1.6600326843482047
576,kNN,yahoo,0.38961038961038963
577,kNN,yahoo,0.13605442176870747
578,kNN,yahoo,3.8385734710897963
579,kNN,yahoo,5.1406159991956235
580,kNN,yahoo,0.18316211699920082
581,kNN,yahoo,0.28961116492563144
582,kNN,yahoo,0.33833329653797756
583,kNN,yahoo,0.5342334992829024
584,kNN,yahoo,0.5168570277865187
585,kNN,yahoo,4.064959317060158
586,kNN,yahoo,0.9795834358966437
587,kNN,yahoo,1.48218775142559
588,kNN,yahoo,0.19665683382497542
589,kNN,yahoo,12.76595744680851
590,kNN,yahoo,0.9484552513152712
591,kNN,yahoo,26.638646804174915
592,kNN,yahoo,1.9375685554158855
593,kNN,yahoo,0.2901353965183753
594,kNN,yahoo,0.23058632549200747
595,kNN,yahoo,0.8599264715946575
596,kNN,yahoo,0.4075846181109339
597,kNN,yahoo,0.18055867598338635
598,kNN,yahoo,0.8199873819283424
599,kNN,yahoo,0.1183431952662722
600,kNN,yahoo,0.7130990442001239
601,kNN,yahoo,73.87390104651118
602,kNN,yahoo,0.42016806722689076
603,kNN,yahoo,2.510319468840385
604,kNN,yahoo,5.929491069682092
605,kNN,yahoo,0.4147827750921679
606,kNN,yahoo,0.38364492082975904
607,kNN,yahoo,51.82178932178931
608,kNN,yahoo,1.1616559357350003
609,kNN,yahoo,0.16666666666666669
610,kNN,yahoo,1.9339858691429623
611,kNN,yahoo,1.735501326187911
612,kNN,yahoo,0.35251264891663425
613,kNN,yahoo,66.66177908113391
614,kNN,yahoo,0.7743239103736865
615,kNN,yahoo,47.58239955646149
616,kNN,yahoo,0.5748613008110427
617,kNN,yahoo,0.29831377375196994
618,kNN,yahoo,46.86563970902866
619,kNN,yahoo,0.4899857607714206
620,kNN,yahoo,1.5455591405022444
621,kNN,yahoo,17.5
622,kNN,yahoo,0.27359781121751026
623,kNN,yahoo,0.2995981001096091
624,kNN,yahoo,6.832501090124072
625,kNN,yahoo,0.6947501395065636
626,kNN,yahoo,0.9136517667936479
627,kNN,yahoo,3.537803459141018
628,kNN,yahoo,4.738132772814853
629,kNN,yahoo,0.6302264344598614
630,kNN,yahoo,23.532518883689452
631,kNN,yahoo,0.9361706969371185
632,kNN,yahoo,0.36101083032490977
633,kNN,yahoo,13.667609001003605
634,kNN,yahoo,100.0
635,kNN,yahoo,99.35774751946487
637,kNN,yahoo,83.27821869488537
638,kNN,yahoo,100.0
639,kNN,yahoo,100.0
640,kNN,yahoo,78.40669014084507
642,kNN,yahoo,10.996804409087536
643,kNN,yahoo,77.26388965712654
645,kNN,yahoo,71.38983594137017
646,kNN,yahoo,100.0
647,kNN,yahoo,99.71358866421002
648,kNN,yahoo,36.86164932023411
649,kNN,yahoo,11.192561154686437
650,kNN,yahoo,100.0
651,kNN,yahoo,100.0
652,kNN,yahoo,4.25
653,kNN,yahoo,83.33333333333334
654,kNN,yahoo,5.88235294117647
655,kNN,yahoo,100.0
657,kNN,yahoo,2.1664245694127415
658,kNN,yahoo,10.322697124105172
659,kNN,yahoo,56.25
660,kNN,yahoo,90.1207729468599
661,kNN,yahoo,30.668384173971354
662,kNN,yahoo,30.98827583120777
663,kNN,yahoo,46.02841939151448
665,kNN,yahoo,38.095238095238095
666,kNN,yahoo,43.77450980392157
667,kNN,yahoo,36.66666666666667
669,kNN,yahoo,2.9410887185170207
670,kNN,yahoo,27.27272727272727
671,kNN,yahoo,70.51907719609582
672,kNN,yahoo,89.74933071442399
673,kNN,yahoo,100.0
674,kNN,yahoo,19.130434782608695
675,kNN,yahoo,86.66666666666667
676,kNN,yahoo,95.71009793320793
677,kNN,yahoo,42.30085646245898
678,kNN,yahoo,75.0
679,kNN,yahoo,57.563385129545274
680,kNN,yahoo,90.63828132821949
681,kNN,yahoo,12.892921977429783
682,kNN,yahoo,33.827957967520355
683,kNN,yahoo,34.581554186368635
685,kNN,yahoo,3.0518299743791255
686,kNN,yahoo,0.28127636675033807
687,kNN,yahoo,33.33333333333333
688,kNN,yahoo,1.7704037052254917
689,kNN,yahoo,100.0
691,kNN,yahoo,22.815533980582526
692,kNN,yahoo,53.253534704370175
693,kNN,yahoo,60.0
694,kNN,yahoo,62.5
695,kNN,yahoo,47.158142269253375
696,kNN,yahoo,28.57142857142857
697,kNN,yahoo,95.83333333333334
698,kNN,yahoo,100.0
699,kNN,yahoo,100.0
700,kNN,yahoo,96.82539682539682
701,Clustering Based Local Outlier Factor,odd,40.58585173014872
702,Clustering Based Local Outlier Factor,odd,88.94629915540915
703,Clustering Based Local Outlier Factor,odd,71.00653134916806
704,Clustering Based Local Outlier Factor,odd,45.82538280111634
705,Clustering Based Local Outlier Factor,odd,36.06725383312901
707,Clustering Based Local Outlier Factor,odd,10.344874213828954
708,Clustering Based Local Outlier Factor,odd,69.53892505079176
709,Clustering Based Local Outlier Factor,odd,80.89313739871248
710,Clustering Based Local Outlier Factor,odd,6.45968372164826
712,Clustering Based Local Outlier Factor,odd,15.79221932210041
713,Clustering Based Local Outlier Factor,odd,85.42394071544587
715,Clustering Based Local Outlier Factor,odd,13.23529411764706
716,Clustering Based Local Outlier Factor,odd,18.74759648873441
717,Clustering Based Local Outlier Factor,odd,47.196672678266474
718,Clustering Based Local Outlier Factor,odd,13.944678638688771
719,Clustering Based Local Outlier Factor,odd,35.85216666145086
720,Clustering Based Local Outlier Factor,odd,92.42046218708525
721,Clustering Based Local Outlier Factor,odd,27.22386159725992
722,Clustering Based Local Outlier Factor,odd,51.75605381633359
723,Clustering Based Local Outlier Factor,odd,5.130073705265569
725,Clustering Based Local Outlier Factor,odd,13.041715010246314
726,Clustering Based Local Outlier Factor,odd,0.23054426165022607
727,Clustering Based Local Outlier Factor,ucr,1.2119360498648264
728,Clustering Based Local Outlier Factor,ucr,0.47667591121876324
729,Clustering Based Local Outlier Factor,ucr,0.6857144673850463
730,Clustering Based Local Outlier Factor,ucr,19.928379280588093
731,Clustering Based Local Outlier Factor,ucr,3.047223470451083
732,Clustering Based Local Outlier Factor,ucr,0.9579261181010481
733,Clustering Based Local Outlier Factor,ucr,3.2800573028669824
734,Clustering Based Local Outlier Factor,ucr,1.8126045733407696
735,Clustering Based Local Outlier Factor,ucr,1.9303330087056771
736,Clustering Based Local Outlier Factor,ucr,9.061977274733898
737,Clustering Based Local Outlier Factor,ucr,1.3896107912291527
739,Clustering Based Local Outlier Factor,ucr,2.2473007856439047
740,Clustering Based Local Outlier Factor,ucr,1.6810092179115381
741,Clustering Based Local Outlier Factor,ucr,0.9465107109753333
742,Clustering Based Local Outlier Factor,ucr,0.3147396044844523
743,Clustering Based Local Outlier Factor,ucr,0.260557707633848
744,Clustering Based Local Outlier Factor,ucr,0.12147538158582306
745,Clustering Based Local Outlier Factor,ucr,0.7215387797916784
746,Clustering Based Local Outlier Factor,ucr,2.100674072681675
747,Clustering Based Local Outlier Factor,ucr,0.5243454566490635
748,Clustering Based Local Outlier Factor,ucr,1.2711004523445768
749,Clustering Based Local Outlier Factor,ucr,0.03659992144723582
750,Clustering Based Local Outlier Factor,ucr,0.0012583224247222932
751,Clustering Based Local Outlier Factor,ucr,0.2299271658556542
